id,date,username,content,url
1341099698443214850,2020-12-21 19:14:19+00:00,be4sure,@RealTina40 Awareness dissolves them... #Idonotconsent,https://twitter.com/be4sure/status/1341099698443214850
1341095048319016964,2020-12-21 18:55:50+00:00,shaymuski,"@DelythJewellAM @YesCymru Hostage? Just live your life normally and #SwitchOffTheNews. Covid measures require consent, and #IdoNotConsent",https://twitter.com/shaymuski/status/1341095048319016964
1341081510389166080,2020-12-21 18:02:02+00:00,PaulEva10144507,"How we can get back to normal:

1.  Fuck the restrictions and do wtf you want.

#Iwillnotcomply #IDoNotConsent",https://twitter.com/PaulEva10144507/status/1341081510389166080
1341080898016571393,2020-12-21 17:59:36+00:00,MulattoDOA,COVID-19 HEALTH WORKER PASSED OUT SECONDS AFTER RECEIVING THE SHOT ON LIVE TV https://t.co/RdNowXhg5X @MulattoDOA Why are people lining up out of FEAR to take an untested poison? I do not comprehend such stupidity and willful ignorance. #idonotconsent #unmasked #unmuzzled #woke https://t.co/DUwpCb7wTj,https://twitter.com/MulattoDOA/status/1341080898016571393
1341070098736553985,2020-12-21 17:16:42+00:00,ChrisWickNews,"This is a fact... #TrueStory 
#IDoNotConsent https://t.co/UntNe1VocI",https://twitter.com/ChrisWickNews/status/1341070098736553985
1341065435907764227,2020-12-21 16:58:10+00:00,markcf83,@DaisyMiggins #IDoNotConsent,https://twitter.com/markcf83/status/1341065435907764227
1341065373844721668,2020-12-21 16:57:55+00:00,13_FPC,"900B FRNs ÷ 327M citizens = 2,752 FRNs per citizen. But @SpeakerPelosi @TheDemocrats @GOP think 600 FRNs are enough to placate us. I say take your fake currency and shove it. #TaxationIsTheft #IDoNotConsent #DebtSlaveryIsImmoral #BuyButcoinBurnFederalReserveNotes.",https://twitter.com/13_FPC/status/1341065373844721668
1341060707161309186,2020-12-21 16:39:22+00:00,hforseen,"Make them end it

#IDoNotConsent https://t.co/7Ka94dxtAx",https://twitter.com/hforseen/status/1341060707161309186
1341042525361082372,2020-12-21 15:27:08+00:00,MeIAmBen1,"I think I may vomit, I don’t know where you live but people are not waking up here! In work and people banging on about their apps and booking a test and moaning about people travelling and how they will get together next year 🤮🤮 #COVID19 #IDoNotConsent #WakeUp",https://twitter.com/MeIAmBen1/status/1341042525361082372
1341032606222213120,2020-12-21 14:47:43+00:00,crystalLaws1,#IDoNotConsent https://t.co/ZloGl3xPIk,https://twitter.com/crystalLaws1/status/1341032606222213120
